COLOR_INTENSITY,SHAPE,RIPENESS_PER,ALCOHOL_PER,MALIC_ACID_PER,ASH,ALCALINITY_OF_ASH,MAGNESIUM_MEASURE,TOTAL_PHENOLS,FLAVANOIDS,PROANTHOCYANINS,HUE,PROLINE,CLASS
120.529010238908,elliptical,16.7294855513569,14.23,1.71,2.43,15.6,127,2.8,3.06,2.29,1.04,1065,High
112.57337883959,elliptical,20.3038364123073,13.2,1.78,2.14,11.2,100,2.65,2.76,1.28,1.05,1050,High
120.78156996587,elliptical,20.8122426626236,13.16,2.36,2.67,18.6,101,2.8,3.24,2.81,1.03,1185,High
134.167235494881,elliptical,19.4678425633116,14.37,1.95,2.5,16.8,113,3.85,3.49,2.18,0.86,1480,High
112.194539249147,round,17.5724425907824,13.24,2.59,2.87,21,118,2.8,2.69,1.82,1.04,735,High
127.537542662116,elliptical,17.4353945811116,14.2,1.76,2.45,15.2,112,3.27,3.39,1.97,1.05,1450,High
118.066552901024,elliptical,19.7939397876338,14.39,1.87,2.45,14.6,96,2.5,2.52,1.98,1.02,1290,High
116.803754266212,elliptical,17.8922517411887,14.06,2.15,2.61,17.6,121,2.6,2.51,1.25,1.06,1295,High
117.750853242321,round,16.624376187721,14.83,1.64,2.17,14,97,2.8,2.98,1.98,1.08,1045,High
130.505119453925,elliptical,16.8651282601196,13.86,1.35,2.27,16,98,2.98,3.15,1.85,1.01,1045,High
121.223549488055,elliptical,20.5254049253158,14.1,2.16,2.3,18,105,2.95,3.32,2.38,1.25,1510,High
116.488054607509,round,16.1655565606287,14.12,1.48,2.32,16.8,95,2.2,2.43,1.57,1.17,1280,High
120.276450511945,round,21.434630386805,13.75,1.73,2.41,16,89,2.6,2.76,1.81,1.15,1320,High
119.013651877133,round,18.5713692838057,14.75,1.73,2.39,11.4,91,3.1,3.69,2.81,1.25,1150,High
132.273037542662,elliptical,21.8713248952338,14.38,1.87,2.38,12,102,3.3,3.64,2.96,1.2,1547,High
131.01023890785,elliptical,21.9318027491186,13.63,1.81,2.7,17.2,112,2.85,2.91,1.46,1.28,1310,High
124.064846416382,elliptical,17.5121085298015,14.3,1.92,2.72,20,120,2.8,3.14,1.97,1.07,1280,High
126.590443686007,elliptical,20.1515892109068,13.83,1.57,2.62,20,115,2.95,3.4,1.72,1.13,1130,High
139.849829351536,round,18.5932348216885,14.19,1.59,2.48,16.5,108,3.3,3.93,1.86,1.23,1680,High
120.907849829352,round,23.3595271431534,13.49,3.59,2.19,19.5,88,1.62,0.48,0.88,0.81,580,High
120.276450511945,elliptical,24.009308961105,13.36,2.56,2.35,20,89,1.4,0.5,0.64,0.7,780,High
112.699658703072,round,24.2737702379347,13.62,4.95,2.35,20,92,2,0.8,1.02,0.91,550,High
133.220136518771,round,25.1978642586482,12.87,4.61,2.48,21.5,86,1.7,0.65,0.86,0.54,625,High
138.081911262799,elliptical,24.2076429369765,13.32,3.24,2.38,21.5,92,1.93,0.76,1.25,0.55,650,High
117.119453924915,elliptical,17.2799148475128,13.64,3.1,2.56,15.2,116,2.7,3.03,1.66,0.96,845,High
120.592150170648,elliptical,17.6146605811505,14.06,1.63,2.28,16,126,3,3.17,2.1,1.09,780,High
113.331058020478,elliptical,17.0276820583334,12.93,3.8,2.65,18.6,102,2.41,2.41,1.98,1.03,770,High
108.911262798635,elliptical,18.0507620910205,13.71,1.86,2.36,16.6,101,2.61,2.88,1.69,1.11,1035,High
109.732081911263,round,18.041160575115,12.85,1.6,2.52,17.8,95,2.48,2.37,1.46,1.09,1015,High
107.143344709898,round,17.2958205828171,13.5,1.81,2.61,20,96,2.53,2.61,1.66,1.12,845,High
107.522184300341,round,16.3439881592929,13.05,2.05,3.22,25,124,2.63,2.68,1.92,1.13,830,High
115.225255972696,elliptical,18.8447813649419,13.39,1.77,2.62,16.1,93,2.85,2.94,1.45,0.92,1195,High
109.858361774744,elliptical,20.5892742889599,13.3,1.72,2.14,17,94,2.4,2.19,1.35,1.02,1285,High
113.331058020478,elliptical,21.4468890422791,13.87,1.9,2.8,19.4,107,2.95,2.97,1.76,1.25,915,High
114.59385665529,elliptical,16.7792635419585,14.02,1.68,2.21,16,96,2.65,2.33,1.98,1.04,1035,High
120.907849829352,elliptical,20.7654262381139,13.73,1.5,2.7,22.5,101,3,3.25,2.38,1.19,1285,High
128.484641638225,round,18.4444928079768,13.58,1.66,2.36,19.1,106,2.86,3.19,1.95,1.09,1515,High
109.163822525597,round,18.2618374015788,13.68,1.83,2.36,17.2,104,2.42,2.69,1.97,1.23,990,High
119.013651877133,elliptical,21.7711565898711,13.76,1.53,2.7,19.5,132,2.95,2.74,1.35,1.25,1235,High
111.436860068259,round,21.0317225528349,13.51,1.8,2.65,19,110,2.35,2.53,1.54,1.1,1095,High
117.119453924915,elliptical,20.228191460818,13.48,1.81,2.41,20.5,100,2.7,2.98,1.86,1.04,920,High
113.962457337884,elliptical,20.553510665468,13.28,1.64,2.84,15.5,110,2.6,2.68,1.36,1.09,880,High
111.752559726962,elliptical,19.8945212924106,13.05,1.65,2.55,18,98,2.45,2.43,1.44,1.12,1105,High
108.279863481229,elliptical,20.3208651907868,13.07,1.5,2.1,15.5,98,2.4,2.64,1.37,1.18,1020,High
117.119453924915,elliptical,18.7394063409003,14.22,3.99,2.51,13.2,128,3,3.04,2.08,0.89,760,High
123.622866894198,elliptical,17.760980041087,13.56,1.71,2.31,16.2,117,3.15,3.29,2.34,0.95,795,High
111.941979522184,elliptical,18.0856383316978,13.41,3.84,2.12,18.8,90,2.45,2.68,1.48,0.91,1035,High
119.203071672355,round,19.8622502851068,13.88,1.89,2.59,15,101,3.25,3.56,1.7,0.88,1095,High
112.447098976109,round,16.8611167303497,13.24,3.98,2.29,17.5,103,2.64,2.63,1.66,0.82,680,High
116.740614334471,round,19.5541323569818,13.05,1.77,2.1,17,107,3,3,2.03,0.88,885,High
118.003412969283,elliptical,18.6208491530212,14.21,4.04,2.44,18.9,111,2.85,2.65,1.25,0.87,1080,High
115.856655290102,elliptical,18.0798231001573,14.38,3.59,2.28,16,102,3.25,3.17,2.19,1.04,1065,High
123.433447098976,elliptical,18.3558691235599,13.9,1.68,2.12,16,101,3.1,3.39,2.14,0.91,985,High
124.064846416382,elliptical,19.8015576086268,14.1,2.02,2.4,18.8,103,2.75,2.92,2.38,1.07,1060,High
141.112627986348,elliptical,17.7000166166225,13.94,1.73,2.27,17.4,108,2.88,3.54,2.08,1.12,1260,High
130.378839590444,elliptical,16.615654034163,13.05,1.73,2.04,12.4,92,2.72,3.27,2.91,1.12,1150,High
120.276450511945,round,21.6789453727014,13.83,1.65,2.6,17.2,94,2.45,2.99,2.29,1.24,1265,High
129.431740614334,round,17.1642801153639,13.82,1.75,2.42,14,111,3.88,3.74,1.87,1.01,1190,High
124.696245733788,round,21.1099741589179,13.77,1.9,2.68,17.1,115,3,2.79,1.68,1.13,1375,High
121.854948805461,elliptical,17.1005174058892,13.74,1.67,2.25,16.4,118,2.6,2.9,1.62,0.92,1060,High
124.380546075085,elliptical,16.6940516374054,13.56,1.73,2.46,20.5,116,2.96,2.78,2.45,0.98,1120,High
125.201365187713,elliptical,20.654886395102,14.22,1.7,2.3,16.3,118,3.2,3,2.03,0.94,970,High
122.80204778157,elliptical,17.7358692507538,13.29,1.97,2.68,16.8,102,3,3.23,1.66,1.07,1270,High
127.853242320819,elliptical,21.0832919392132,13.72,1.43,2.5,16.7,108,3.4,3.67,2.04,0.89,1285,High
110.805460750853,elliptical,24.1690329403098,12.86,1.35,2.32,18,122,1.51,1.25,0.94,0.76,630,Low
119.013651877133,round,23.4879897942888,12.88,2.99,2.4,20,104,1.3,1.22,0.83,0.74,530,Low
120.907849829352,elliptical,25.1010528739127,12.81,2.31,2.4,24,98,1.15,1.09,0.83,0.66,560,Low
116.488054607509,elliptical,23.4511795856276,12.7,3.55,2.36,21.5,106,1.7,1.2,0.84,0.78,600,Low
119.329351535836,round,24.4863007629544,12.51,1.24,2.25,17.5,85,2,0.58,1.25,0.75,650,Low
129.747440273038,elliptical,24.6178940599758,12.6,2.46,2.2,18.5,94,1.62,0.66,0.94,0.73,695,Low
109.226962457338,elliptical,24.8021885385218,12.25,4.72,2.54,21,89,1.38,0.47,0.8,0.75,720,Low
116.488054607509,round,25.010342230055,12.53,5.51,2.64,25,96,1.79,0.6,1.1,0.82,515,Low
120.907849829352,round,23.3595271431534,13.49,3.59,2.19,19.5,88,1.62,0.48,0.88,0.81,580,Low
115.982935153584,elliptical,23.8775028401342,12.84,2.96,2.61,24,101,2.32,0.6,0.81,0.89,590,Low
113.962457337884,elliptical,25.0551444378007,12.93,2.81,2.7,21,96,1.54,0.5,0.75,0.77,600,Low
120.276450511945,elliptical,24.009308961105,13.36,2.56,2.35,20,89,1.4,0.5,0.64,0.7,780,Low
112.383959044369,round,24.8002863301367,13.52,3.17,2.72,23.5,97,1.55,0.52,0.55,0.89,520,Low
112.699658703072,round,24.2737702379347,13.62,4.95,2.35,20,92,2,0.8,1.02,0.91,550,Low
136.755972696246,elliptical,23.8455983258203,12.25,3.88,2.2,18.5,112,1.38,0.78,1.14,0.65,855,Low
110.174061433447,elliptical,23.2322940658696,13.16,3.57,2.15,21,102,1.5,0.55,1.3,0.6,830,Low
104.175767918089,elliptical,22.5384139458709,12.29,1.61,2.21,20.4,103,1.1,1.02,1.46,0.906,870,Low
106.259385665529,elliptical,22.1399850383391,13.86,1.51,2.67,25,86,2.95,2.86,1.87,1.36,410,Low
108.532423208191,elliptical,22.7998666344695,13.49,1.66,2.24,24,87,1.88,1.84,1.03,0.98,472,Low
106.069965870307,round,21.9295527143603,12.99,1.67,2.6,30,139,3.3,2.89,1.96,1.31,985,Low
105.186006825939,elliptical,21.8184219583609,11.96,1.09,2.3,21,101,3.38,2.14,1.65,0.99,886,Low
108.911262798635,round,21.2833534815207,11.66,1.88,1.92,16,97,1.61,1.57,1.15,1.23,428,Low
115.856655290102,round,24.8028633531862,13.88,5.04,2.23,20,80,0.98,0.34,0.68,0.58,415,Low
133.220136518771,round,25.1978642586482,12.87,4.61,2.48,21.5,86,1.7,0.65,0.86,0.54,625,Low
138.081911262799,elliptical,24.2076429369765,13.32,3.24,2.38,21.5,92,1.93,0.76,1.25,0.55,650,Low
144.269624573379,elliptical,24.9603624654129,13.08,3.9,2.36,21.5,113,1.41,1.39,1.14,0.57,550,Low
139.21843003413,elliptical,23.360904135783,13.5,3.12,2.62,24,123,1.4,1.57,1.25,0.59,500,Low
153.109215017065,round,24.6379373143322,12.79,2.67,2.48,22,112,1.48,1.36,1.26,0.48,480,Low
129.747440273038,round,23.5176716639414,13.11,1.9,2.75,25.5,116,2.2,1.28,1.56,0.61,425,Low
151.341296928328,round,24.196119751131,13.23,3.3,2.28,18.5,98,1.8,0.83,1.87,0.56,675,Low
132.904436860068,elliptical,24.3586028775003,12.58,1.29,2.1,20,103,1.48,0.58,1.4,0.58,640,Low
134.798634812287,elliptical,23.2544602012147,13.17,5.19,2.32,22,93,1.74,0.63,1.55,0.6,725,Low
141.807167235495,round,23.3439250454249,13.84,4.12,2.38,19.5,89,1.8,0.83,1.56,0.57,480,Low
132.273037542662,elliptical,24.9479032808447,12.45,3.03,2.64,27,97,1.9,0.58,1.14,0.67,880,Low
167,elliptical,24.8752695478628,14.34,1.68,2.7,25,98,2.8,1.31,2.7,0.57,660,Low
159.107508532423,round,24.3025825166714,13.48,1.67,2.64,22.5,89,2.6,1.1,2.29,0.57,620,Low
133.220136518771,elliptical,24.3614065866603,12.36,3.83,2.38,21,88,2.3,0.92,1.04,0.56,520,Low
122.044368600683,round,23.8858276962698,13.69,3.26,2.54,20,107,1.83,0.56,0.8,0.96,680,Low
120.150170648464,round,23.2348718171072,12.85,3.27,2.58,22,106,1.65,0.6,0.96,0.87,570,Low
118.255972696246,elliptical,23.8196959975833,12.96,3.45,2.35,18.5,106,1.39,0.7,0.94,0.68,675,Low
145.40614334471,elliptical,23.1526430786738,13.78,2.76,2.3,22,90,1.35,0.68,1.03,0.7,615,Low
126.716723549488,round,23.500198496812,13.73,4.36,2.26,22.5,88,1.28,0.47,1.15,0.78,520,Low
152.351535836177,round,23.9051731503194,13.45,3.7,2.6,23,111,1.7,0.92,1.46,0.85,695,Low
149.699658703072,elliptical,24.3781959798386,12.82,3.37,2.3,19.5,88,1.48,0.66,0.97,0.72,685,Low
139.597269624573,elliptical,24.0249888140973,13.58,2.58,2.69,24.5,105,1.55,0.84,1.54,0.74,750,Low
138.587030716724,round,24.2244382057952,13.4,4.6,2.86,25,112,1.98,0.96,1.11,0.67,630,Low
119.645051194539,elliptical,24.3010789670866,12.2,3.03,2.32,19,96,1.25,0.49,0.73,0.66,510,Low
147.426614846416,round,23.8559955785139,12.77,2.39,2.28,19.5,86,1.39,0.51,0.64,0.57,470,Low
146.163822525597,elliptical,23.8084788615576,14.16,2.51,2.48,20,91,1.68,0.7,1.24,0.62,660,Low
133.535836177474,round,23.3835143823574,13.71,5.65,2.45,20.5,95,1.68,0.61,1.06,0.64,740,Low
131.01023890785,elliptical,24.6753180787787,13.4,3.91,2.48,23,102,1.8,0.75,1.41,0.7,750,Low
149.320819112628,elliptical,23.9269759951262,13.27,4.28,2.26,20,120,1.59,0.69,1.35,0.59,835,Low
143.638225255973,elliptical,24.7675984393053,13.17,2.59,2.37,20,120,1.65,0.68,1.46,0.6,840,Low
143.006825938567,round,24.521277683996,14.13,4.1,2.74,24.5,96,2.05,0.76,1.35,0.61,560,Low
97.2303754266212,round,21.0740964997173,12.37,0.94,1.36,10.6,88,1.98,0.57,0.42,1.05,520,Medium
105.564846416382,round,22.9307657867304,12.33,1.1,2.28,16,101,2.05,1.09,0.41,1.25,680,Medium
121.223549488055,round,21.4328395006808,12.64,1.36,2.02,16.8,100,2.02,1.41,0.62,0.98,450,Medium
108.911262798635,round,22.3537743870631,13.67,1.25,1.92,18,94,2.1,1.79,0.73,1.23,630,Medium
113.015358361775,elliptical,21.2624945911283,12.37,1.13,2.16,19,87,3.5,3.1,1.87,1.22,420,Medium
103.544368600683,round,21.8642671402744,12.17,1.45,2.53,19,104,1.89,1.75,1.03,1.45,355,Medium
113.962457337884,elliptical,22.8201435792975,12.37,1.21,2.56,18.1,98,2.42,2.65,2.08,1.19,678,Medium
118.382252559727,round,22.9086155746143,13.11,1.01,1.7,15,78,2.98,3.18,2.28,1.12,502,Medium
114.467576791809,elliptical,22.6308080785104,12.37,1.17,1.92,19.6,78,2.11,2,1.04,1.12,510,Medium
104.933447098976,elliptical,22.8351459557506,13.34,0.94,2.36,17,110,2.53,1.3,0.42,1.02,750,Medium
102.912969283276,elliptical,21.5603120437537,12.21,1.19,1.75,16.8,151,1.85,1.28,2.5,1.28,718,Medium
104.175767918089,elliptical,22.5384139458709,12.29,1.61,2.21,20.4,103,1.1,1.02,1.46,0.906,870,Medium
106.259385665529,elliptical,22.1399850383391,13.86,1.51,2.67,25,86,2.95,2.86,1.87,1.36,410,Medium
108.532423208191,elliptical,22.7998666344695,13.49,1.66,2.24,24,87,1.88,1.84,1.03,0.98,472,Medium
106.069965870307,round,21.9295527143603,12.99,1.67,2.6,30,139,3.3,2.89,1.96,1.31,985,Medium
105.186006825939,elliptical,21.8184219583609,11.96,1.09,2.3,21,101,3.38,2.14,1.65,0.99,886,Medium
108.911262798635,round,21.2833534815207,11.66,1.88,1.92,16,97,1.61,1.57,1.15,1.23,428,Medium
113.962457337884,elliptical,21.8199758882248,13.03,0.9,1.71,16,86,1.95,2.03,1.46,1.19,392,Medium
101.650170648464,elliptical,21.2491805551351,11.84,2.89,2.23,18,112,1.72,1.32,0.95,0.96,500,Medium
106.38566552901,round,22.6580522037282,12.33,0.99,1.95,14.8,136,1.9,1.85,2.76,1.06,750,Medium
101.145051194539,elliptical,21.2173863439665,12.7,3.87,2.4,23,101,2.83,2.55,1.95,1.19,463,Medium
100.703071672355,elliptical,22.4722346140185,12,0.92,2,19,86,2.42,2.26,1.43,1.38,278,Medium
109.542662116041,elliptical,22.5098660454773,12.72,1.81,2.2,18.8,86,2.2,2.53,1.77,1.16,714,Medium
98.8088737201365,elliptical,22.5310897452323,12.08,1.13,2.51,24,78,2,1.58,1.4,1.31,630,Medium
115.225255972696,elliptical,21.2681362990045,13.05,3.86,2.32,22.5,85,1.65,1.59,1.62,0.84,515,Medium
104.175767918089,round,21.8256753537891,11.84,0.89,2.58,18,94,2.2,2.21,2.35,0.79,520,Medium
101.460750853242,round,21.8158621836607,12.67,0.98,2.24,18,99,2.2,1.94,1.46,1.23,450,Medium
100.387372013652,elliptical,22.635432552078,12.16,1.61,2.31,22.8,90,1.78,1.69,1.56,1.33,495,Medium
101.334470989761,elliptical,21.5371061059957,11.65,1.67,2.62,26,88,1.92,1.61,1.34,1.36,562,Medium
102.597269624573,elliptical,21.4364552179523,11.64,2.06,2.46,21.6,84,1.95,1.69,1.35,1,680,Medium
95.9044368600683,round,22.6874918116446,12.08,1.33,2.3,23.6,70,2.2,1.59,1.38,1.07,625,Medium
100.071672354949,elliptical,22.9092266822315,12.08,1.83,2.32,18.5,81,1.6,1.5,1.64,1.08,480,Medium
107.648464163823,elliptical,21.3636235538407,12,1.51,2.42,22,86,1.45,1.25,1.63,1.05,450,Medium
104.175767918089,elliptical,21.1292980731555,12.69,1.53,2.26,20.7,80,1.38,1.46,1.62,0.96,495,Medium
98.4931740614335,round,22.8149736618307,12.29,2.83,2.22,18,88,2.45,2.25,1.99,1.15,290,Medium
105.438566552901,round,22.2277594309726,11.62,1.99,2.28,18,98,3.02,2.26,1.35,1.16,345,Medium
101.334470989761,elliptical,22.7778653649686,12.47,1.52,2.2,19,162,2.5,2.27,3.28,1.16,937,Medium
100.703071672355,elliptical,21.065105071903,11.81,2.12,2.74,21.5,134,1.6,0.99,1.56,0.95,625,Medium
103.22866894198,elliptical,21.5214198412688,12.29,1.41,1.98,16,85,2.55,2.5,1.77,1.23,428,Medium
113.331058020478,round,21.0212314576622,12.37,1.07,2.1,18.5,88,3.52,3.75,1.95,1.04,660,Medium
99.4402730375427,round,21.1240577877658,12.29,3.17,2.21,18,88,2.85,2.99,2.81,1.42,406,Medium
105.754266211604,elliptical,22.5457862906313,12.08,2.08,1.7,17.5,97,2.23,2.17,1.4,1.27,710,Medium
100.387372013652,elliptical,21.7391362943662,12.6,1.34,1.9,18.5,88,1.45,1.36,1.35,1.04,562,Medium
102.597269624573,elliptical,22.8454515701035,12.34,2.45,2.46,21,98,2.56,2.11,1.31,0.8,438,Medium
97.9249146757679,round,22.7007877350663,11.82,1.72,1.88,19.5,86,2.5,1.64,1.42,0.94,415,Medium
103.481228668942,round,22.3715266904203,12.51,1.73,1.98,20.5,85,2.2,1.92,1.48,1.04,672,Medium
101.965870307167,elliptical,21.5664402766064,12.42,2.55,2.27,22,90,1.68,1.84,1.42,0.86,315,Medium
106.38566552901,round,21.6753451861479,12.25,1.73,2.12,19,80,1.65,2.03,1.63,1,510,Medium
105.754266211604,elliptical,21.4879926924547,12.72,1.75,2.28,22.5,84,1.38,1.76,1.63,0.88,488,Medium
101.965870307167,elliptical,21.8885459815104,12.22,1.29,1.94,19,92,2.36,2.04,2.08,0.86,312,Medium
101.650170648464,elliptical,21.1219113627437,11.61,1.35,2.7,20,94,2.74,2.92,2.49,0.96,680,Medium
103.22866894198,round,22.9439947562247,11.46,3.74,1.82,19.5,107,3.18,2.58,3.58,0.75,562,Medium
97.5460750853242,elliptical,22.3494674841029,12.52,2.43,2.17,21,88,2.55,2.27,1.22,0.9,325,Medium
108.911262798635,elliptical,22.7324119929203,11.76,2.68,2.92,20,103,1.75,2.03,1.05,1.23,607,Medium
104.365187713311,elliptical,22.7659939936594,11.41,0.74,2.5,21,88,2.48,2.01,1.44,1.1,434,Medium
103.22866894198,round,21.5469779397027,12.08,1.39,2.5,22.5,84,2.56,2.29,1.04,0.93,385,Medium
96.9146757679181,round,21.1173294699087,11.03,1.51,2.2,21.5,85,2.46,2.17,2.01,1.71,407,Medium
97.2303754266212,elliptical,21.6246776032926,11.82,1.47,1.99,20.8,86,1.98,1.6,1.53,0.95,495,Medium
97.9249146757679,elliptical,21.0979580847012,12.42,1.61,2.19,22.5,108,2,2.09,1.61,1.06,345,Medium
106.38566552901,round,22.8825770012818,12.77,3.43,1.98,16,80,1.63,1.25,0.83,0.7,372,Medium
93,round,22.3342519588662,12,3.43,2,19,87,2,1.64,1.87,0.93,564,Medium
105.438566552901,round,21.5227128468411,11.45,2.4,2.42,20,96,2.9,2.79,1.83,0.8,625,Medium
122.80204778157,elliptical,21.4034024525794,11.56,2.05,3.23,28.5,119,3.18,5.08,1.87,0.93,465,Medium
98.0511945392492,elliptical,21.7059728220531,12.42,4.43,2.73,26.5,102,2.2,2.13,1.71,0.92,365,Medium
127.537542662116,elliptical,17.4353945811116,14.2,1.76,2.45,15.2,112,3.27,3.39,1.97,1.05,1450,Medium
118.066552901024,elliptical,19.7939397876338,14.39,1.87,2.45,14.6,96,2.5,2.52,1.98,1.02,1290,Medium
116.803754266212,elliptical,17.8922517411887,14.06,2.15,2.61,17.6,121,2.6,2.51,1.25,1.06,1295,Medium
117.750853242321,round,16.624376187721,14.83,1.64,2.17,14,97,2.8,2.98,1.98,1.08,1045,Medium
130.505119453925,elliptical,16.8651282601196,13.86,1.35,2.27,16,98,2.98,3.15,1.85,1.01,1045,Medium
101.334470989761,elliptical,22.1646538148929,13.05,5.8,2.13,21.5,86,2.62,2.65,2.01,0.73,380,Medium
102.597269624573,elliptical,21.7829936851385,11.87,4.31,2.39,21,82,2.86,3.03,2.91,0.75,380,Medium
102.344709897611,elliptical,21.2285241741388,12.07,2.16,2.17,21,85,2.6,2.65,1.35,0.86,378,Medium
109.795221843003,elliptical,21.6661385998878,12.43,1.53,2.29,21.5,86,2.74,3.15,1.77,0.69,352,Medium
103.860068259386,round,22.0101610892458,11.79,2.13,2.78,28.5,92,2.13,2.24,1.76,0.97,466,Medium
98.3037542662116,elliptical,21.9476959136054,12.37,1.63,2.3,24.5,88,2.22,2.45,1.9,0.89,342,Medium
101.334470989761,elliptical,21.6020451689314,12.04,4.3,2.38,22,80,2.1,1.75,1.35,0.79,580,Medium
